index,name,price,url,category
3045,"Mild Steel Profile Scrap, For Metal Industry, Packaging Type: Loose",₹40/ Kg,https://www.indiamart.com/proddetail/mild-steel-profile-scrap-18032095662.html?pos=102&kwd=carbon,Carbon Steel Scrap
3046,Alloy Steel Scrap,₹40/ KG,https://www.indiamart.com/proddetail/alloy-steel-scrap-13880690173.html?pos=104&kwd=carbon,Carbon Steel Scrap
3047,"Tungsten Carbide Scrap, Loose","₹1,850/ Kg",https://www.indiamart.com/proddetail/tungsten-carbide-scrap-26481403230.html?pos=106&kwd=carbon,Carbon Steel Scrap
3048,Silver Aluminum Scrap,₹158/ Kg,https://www.indiamart.com/proddetail/silver-aluminum-scrap-23653652612.html?pos=107&kwd=carbon,Carbon Steel Scrap
3049,"Mild Steel Solid MS Scrap, For Metal Industry, Packaging Type: Loose","₹30,000/ Tonne",https://www.indiamart.com/proddetail/ms-scrap-2107152348.html?pos=108&kwd=carbon,Carbon Steel Scrap
3050,"Super Duplex Steel Scrap, Material Grade: 2507, Thickness: 2mm","₹2,000/ Kg",https://www.indiamart.com/proddetail/super-duplex-steel-scrap-2849744469030.html?pos=111&kwd=carbon,Carbon Steel Scrap
3051,"0.85 Aluminum Foil Scrap, 50 Kg",₹75/ Kg,https://www.indiamart.com/proddetail/aluminum-foil-scrap-2851752243430.html?pos=112&kwd=carbon,Carbon Steel Scrap
3062,"309 Stainless Steel Scrap, Bars Offcuts, Thickness: 50mm",₹275/ Kg,https://www.indiamart.com/proddetail/309-stainless-steel-scrap-2851258427912.html?pos=115&kwd=carbon,Carbon Steel Scrap
3063,"Material Grade: 2507 Melting Steel Scrap, 100 Kg, Thickness: 4 mm",₹40/ KG,https://www.indiamart.com/proddetail/melting-steel-scrap-27181504591.html?pos=116&kwd=carbon,Carbon Steel Scrap
3064,Ferrous Steel Scrap,₹30/ Kilogram(s),https://www.indiamart.com/proddetail/ferrous-steel-scrap-4366425897.html?pos=117&kwd=carbon,Carbon Steel Scrap
3065,MS Scraps,"₹40,000/ Tonne",https://www.indiamart.com/proddetail/ms-scraps-2851559497533.html?pos=118&kwd=carbon,Carbon Steel Scrap
3066,"Steel Electric Motors Scrap, Loose",₹97/ Kg,https://www.indiamart.com/proddetail/electric-motors-scrap-2850829486648.html?pos=121&kwd=carbon,Carbon Steel Scrap
3067,"Impact Crusher Stainless Steel Zinc Ash Brass Dross Crushing Machine, Capacity: 1000 kg Per Hours, Model Name/Number: 36 Inch",₹2.5 Lakh/ Piece,https://www.indiamart.com/proddetail/zinc-ash-brass-dross-crushing-machine-25858570791.html?pos=122&kwd=carbon,Carbon Steel Scrap
3068,"Steel NEW RAIL A65, For Metal Industry",₹92/ Kg,https://www.indiamart.com/proddetail/new-rail-a65-2851745274491.html?pos=123&kwd=carbon,Carbon Steel Scrap
3069,"H13 Solid Scrap, Packaging Type: Loose, Dies",₹110/ Kg,https://www.indiamart.com/proddetail/h13-solid-scrap-2850377970412.html?pos=124&kwd=carbon,Carbon Steel Scrap
3070,"Mild Steel Hms 1 2 Scrap, For Metal Industry, Packaging Type: Loose","₹38,500/ Tonne",https://www.indiamart.com/proddetail/hms-1-2-scrap-2850472509173.html?pos=126&kwd=carbon,Carbon Steel Scrap
3081,STAINLESS STEEL ZURIK SCRAP,₹120/ Kg,https://www.indiamart.com/proddetail/stainless-steel-zurik-scrap-25980125297.html?pos=127&kwd=carbon,Carbon Steel Scrap
3082,Alloy Steel Scrap,₹136/ Kilogram,https://www.indiamart.com/proddetail/alloy-steel-scrap-7540885955.html?pos=128&kwd=carbon,Carbon Steel Scrap
3083,"Stainless Steel Scrap, Packaging Type: Bundle, Plate Offcuts",₹190/ Kilogram,https://www.indiamart.com/proddetail/stainless-steel-scrap-10726921055.html?pos=131&kwd=carbon,Carbon Steel Scrap
3084,Tyre Steel Scrap,₹26/ Kg,https://www.indiamart.com/proddetail/tyre-steel-scrap-22202340430.html?pos=132&kwd=carbon,Carbon Steel Scrap
3085,"Silver Scrap Steel Wire, For Industrial",₹28/ Kilogram(s),https://www.indiamart.com/proddetail/scrap-steel-wire-3019668312.html?pos=134&kwd=carbon,Carbon Steel Scrap
3086,Material Grade: 2507 Steel Tyre Wire Scrap,₹40/ Kg,https://www.indiamart.com/proddetail/steel-tyre-wire-scrap-26077875712.html?pos=135&kwd=carbon,Carbon Steel Scrap
3087,"Solid Heavy Melting Steel Scrap, For Metal Industry, Packaging Type: Sack",₹25/ Kg,https://www.indiamart.com/proddetail/heavy-melting-steel-scrap-22912103973.html?pos=136&kwd=carbon,Carbon Steel Scrap
3088,HMS Scrap,₹30/ Kilogram,https://www.indiamart.com/proddetail/hms-scrap-20456211562.html?pos=138&kwd=carbon,Carbon Steel Scrap
3089,Mild Steel HMS Scrap,"₹32,000/ Tonne",https://www.indiamart.com/proddetail/hms-scrap-2851927138248.html?pos=139&kwd=carbon,Carbon Steel Scrap
3090,MS And Alloy Steel Scrap,₹25/ Kilogram,https://www.indiamart.com/proddetail/ms-and-alloy-steel-scrap-15790777588.html?pos=140&kwd=carbon,Carbon Steel Scrap
3096,Metal HMS Scrap,₹42/ Kg,https://www.indiamart.com/proddetail/hms-scrap-23184036830.html?pos=141&kwd=carbon,Carbon Steel Scrap
3097,"Black Mild Steel, Packaging Type: Loose",₹35/ Kg,https://www.indiamart.com/proddetail/ms-scrap-2849179985891.html?pos=142&kwd=carbon,Carbon Steel Scrap
3098,"STAINLESS STEEL FORGING SCRAP, Material Grade: 304, Thickness: 10 mm",₹200/ kg,https://www.indiamart.com/proddetail/stainless-steel-forging-scrap-25510033812.html?pos=144&kwd=carbon,Carbon Steel Scrap
3099,Ms Gi Wire Scrap,₹31/ Kg,https://www.indiamart.com/proddetail/ms-gi-wire-scrap-2850448059912.html?pos=145&kwd=carbon,Carbon Steel Scrap
3100,"Heavy Melting Steel Scrap, 0.99","₹34,300/ Tonne",https://www.indiamart.com/proddetail/heavy-melting-steel-scrap-2850370428597.html?pos=147&kwd=carbon,Carbon Steel Scrap
3101,"Steel Tire Wire Scrap, Material Grade: 2507, Thickness: 4MM",₹27/ Kg,https://www.indiamart.com/proddetail/steel-tire-wire-scrap-21650569491.html?pos=148&kwd=carbon,Carbon Steel Scrap
3102,"Tungsten Scrap, 25 Kg","₹2,000/ Kg",https://www.indiamart.com/proddetail/tungsten-scrap-2851862664812.html?pos=151&kwd=carbon,Carbon Steel Scrap
3103,"Bakelite Sheet Scrap, For Industrial, Packaging Type: Loose",₹30/ Kg,https://www.indiamart.com/proddetail/bakelite-sheet-scrap-23827745930.html?pos=152&kwd=carbon,Carbon Steel Scrap
3104,"Heavy Metal Scraps, For Foundry, 25 Kg",₹42/ Kilogram,https://www.indiamart.com/proddetail/heavy-metal-scraps-19472177688.html?pos=153&kwd=carbon,Carbon Steel Scrap
3110,Aluminum Boring Scrap,₹88/ Kilogram,https://www.indiamart.com/proddetail/aluminum-boring-scrap-13912175773.html?pos=155&kwd=carbon,Carbon Steel Scrap
3111,Zinc Dust -Everzinc Malaysia Min 985% Purity - Std 7 And Superfine Grades,₹400/ Kg,https://www.indiamart.com/proddetail/zinc-dust-everzinc-malaysia-min-985-purity-std-7-and-superfine-grades-23329391248.html?pos=156&kwd=carbon,Carbon Steel Scrap
3112,Manganese Metal Flakes/Briquettes,₹230/ Kilogram,https://www.indiamart.com/proddetail/manganese-metal-flakes-briquettes-1909435997.html?pos=161&kwd=carbon,Carbon Steel Scrap
3113,Cpu Scrap,₹500/ Kilogram,https://www.indiamart.com/proddetail/cpu-scrap-2850343648548.html?pos=162&kwd=carbon,Carbon Steel Scrap
3114,Mild Steel CR Trimming Industrial Scrap,₹24/ Kilogram,https://www.indiamart.com/proddetail/cr-trimming-industrial-scrap-20858592197.html?pos=164&kwd=carbon,Carbon Steel Scrap
3115,"Loose Mild Steel Motor Iron Scrap, For Industrial",₹200/ Kg,https://www.indiamart.com/proddetail/motor-iron-scrap-2851315314555.html?pos=165&kwd=carbon,Carbon Steel Scrap
3116,"Aluminium Jalai Mixed(rubber, Steel, Copper) Scrap, For Metal Industry, Size: Loose",₹46/ Kg,https://www.indiamart.com/proddetail/aluminium-jalai-mixed-rubber-steel-copper-scrap-25587023562.html?pos=166&kwd=carbon,Carbon Steel Scrap
3117,Cobalt Metal Flakes Chips,"₹3,350/ kg",https://www.indiamart.com/proddetail/cobalt-metal-flakes-chips-5040484573.html?pos=168&kwd=carbon,Carbon Steel Scrap
3123,Stainless Steel V Groove Slide Gate Wheel,₹115/ Kg,https://www.indiamart.com/proddetail/v-groove-slide-gate-wheel-19237454888.html?pos=169&kwd=carbon,Carbon Steel Scrap
3124,Linear Mild Steel Metal Screening Machine,₹1.5 Lakh/ Unit,https://www.indiamart.com/proddetail/metal-screening-machine-19462570197.html?pos=170&kwd=carbon,Carbon Steel Scrap
3125,"Titanium Scrap, Packaging Type: Bag",₹250/ Kg,https://www.indiamart.com/proddetail/titanium-scrap-25697538988.html?pos=171&kwd=carbon,Carbon Steel Scrap
3126,"Galvanised Iron G.I Sheet cutting (scrap), Packaging Type: Usually Sold Unpacked",₹56/ Kg,https://www.indiamart.com/proddetail/g-i-sheet-cutting-scrap-22454823430.html?pos=175&kwd=carbon,Carbon Steel Scrap
3127,Unused Mobile PCB Scrap,₹550/ Kg,https://www.indiamart.com/proddetail/mobile-pcb-scrap-unused-2848993036930.html?pos=176&kwd=carbon,Carbon Steel Scrap
3128,"Aluminium Turning/Boring, Purity - 98.5%+, 25 Kg",₹140/ Kg,https://www.indiamart.com/proddetail/aluminium-turning-boring-purity-98-5-2851812395262.html?pos=177&kwd=carbon,Carbon Steel Scrap
3129,Manganese Metal Flakes,₹195/ Kg,https://www.indiamart.com/proddetail/manganese-metal-flakes-19522927088.html?pos=179&kwd=carbon,Carbon Steel Scrap
3130,Pure Manganese Flakes,₹515/ Kg,https://www.indiamart.com/proddetail/pure-manganese-flakes-24296225197.html?pos=180&kwd=carbon,Carbon Steel Scrap
3131,Aluminum Scrap Extrusion -6063,₹225/ Kg,https://www.indiamart.com/proddetail/aluminum-scrap-extrusion-6063-22142527173.html?pos=181&kwd=carbon,Carbon Steel Scrap
3132,High Nickel Alloys Scrap,₹900/ Kg,https://www.indiamart.com/proddetail/high-nickel-alloys-scrap-27377234973.html?pos=182&kwd=carbon,Carbon Steel Scrap
3138,Manganese Metal Flakes,₹205/ Kg,https://www.indiamart.com/proddetail/manganese-metal-flakes-2851073817130.html?pos=183&kwd=carbon,Carbon Steel Scrap
3139,Manganese Metal Flakes,₹210/ Kg,https://www.indiamart.com/proddetail/manganese-metal-flakes-2850388462562.html?pos=185&kwd=carbon,Carbon Steel Scrap
3140,Tricone Bit Scrap,₹150/ Kg,https://www.indiamart.com/proddetail/tricone-bit-scrap-22956310830.html?pos=189&kwd=carbon,Carbon Steel Scrap
3141,Steel Wire Scrap From Tyres Wholesale Suppliers at Yard Prices Ready for Exports,"₹28,921/ Tonne",https://www.indiamart.com/proddetail/steel-wire-scrap-from-tyres-wholesale-suppliers-at-yard-prices-ready-for-exports-2852000610830.html?pos=191&kwd=carbon,Carbon Steel Scrap
3142,"Stainless Steel Tire Wire Scrap, Material Grade: 304, Thickness: 0.85mm",₹32/ Kg,https://www.indiamart.com/proddetail/stainless-steel-tire-wire-scrap-22973141162.html?pos=192&kwd=carbon,Carbon Steel Scrap
3143,Hms Rail Scrap,"₹8,000/ Tonne",https://www.indiamart.com/proddetail/hms-rail-scrap-26256291730.html?pos=193&kwd=carbon,Carbon Steel Scrap
3144,Heavy Melting Steel Scrap,₹25/ Kg,https://www.indiamart.com/proddetail/heavy-melting-steel-scrap-21639393130.html?pos=196&kwd=carbon,Carbon Steel Scrap
3145,304 Stainless Steel Solid Scrap / 304 Turning Scrap,₹100/ Kilogram,https://www.indiamart.com/proddetail/304-stainless-steel-solid-scrap-304-turning-scrap-6251879355.html?pos=1&kwd=stainless,Stainless Steel Turning Scrap
3146,"Stainless Steel Plate Cut Scrap, 50 KG, Packaging Type: GUNNY BAGS",₹100/ Kg,https://www.indiamart.com/proddetail/stainless-steel-plate-cut-scrap-19281601388.html?pos=2&kwd=stainless,Stainless Steel Turning Scrap
3147,Stainless Steel 316 L Scrap,₹245/ Kg,https://www.indiamart.com/proddetail/stainless-steel-316-l-scrap-22335793848.html?pos=3&kwd=stainless,Stainless Steel Turning Scrap
3148,Stainless Steel Scrap 316 all grades,₹120/ Kg,,Stainless Steel Turning Scrap
3149,"Zinc Turning Scrap, Thickness: 2 - 6 mm",₹165/ Kg,https://www.indiamart.com/proddetail/zinc-turning-scrap-20017499848.html?pos=5&kwd=stainless,Stainless Steel Turning Scrap
3150,"Solid Stainless Steel remelting Scrap, Material Grade: 304",₹115/ Kg,https://www.indiamart.com/proddetail/solid-stainless-steel-remelting-scrap-2849509296562.html?pos=6.1&kwd=stainless,Stainless Steel Turning Scrap
3151,"304 Stainless Steel Turning Scrap, Thickness: 1 mm, 50 kg",₹105/ Kg,https://www.indiamart.com/proddetail/304-stainless-steel-turning-scrap-16841389955.html?pos=8&kwd=stainless,Stainless Steel Turning Scrap
3152,"Stainless Steel Scrap, Material Grade: 316 L, Standard",₹145/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-21492393455.html?pos=9&kwd=stainless,Stainless Steel Turning Scrap
3153,Stainless Steel 316 Scrap,₹250/ Kg,https://www.indiamart.com/proddetail/stainless-steel-316-scrap-2849497485473.html?pos=10&kwd=stainless,Stainless Steel Turning Scrap
3154,"316 Stainless Steel Scrap, Packaging Type: Loose",₹260/ Kg,https://www.indiamart.com/proddetail/316-stainless-steel-scrap-25639159212.html?pos=11&kwd=stainless,Stainless Steel Turning Scrap
3155,"Stainless Steel Scrap Grade 430, Punching, Thickness: 2mm",₹75/ Tonne,https://www.indiamart.com/proddetail/stainless-steel-scrap-grade-430-2850822439548.html?pos=12&kwd=stainless,Stainless Steel Turning Scrap
3156,304 Stainless Steel Turning Scrap,₹114/ Kg,https://www.indiamart.com/proddetail/304-stainless-steel-turning-scrap-2850964671148.html?pos=13&kwd=stainless,Stainless Steel Turning Scrap
3157,"Stainless Steel Scrap 302, 304, 316",₹50/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-302-304-316-26510686962.html?pos=14&kwd=stainless,Stainless Steel Turning Scrap
3159,"Stainless Steel Scrap, Material Grade: 304, Thickness: 15mm",₹140/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-26738107948.html?pos=16&kwd=stainless,Stainless Steel Turning Scrap
3160,"Stainless Steel 904L Scrap, Packaging Type: Loose, Plate Offcuts",₹550/ Kg,https://www.indiamart.com/proddetail/stainless-steel-904l-scrap-2849519012812.html?pos=17&kwd=stainless,Stainless Steel Turning Scrap
3161,"Stainless Steel Scrap 304, Thickness: 5 mm",₹130/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-304-2850139613297.html?pos=18&kwd=stainless,Stainless Steel Turning Scrap
3162,Stainless Steel 316 L Scrap,₹250/ Kg,,Stainless Steel Turning Scrap
3163,"Grade 304 Stainless Steel Scrap, Packaging Type: Loose",₹150/ Kg,https://www.indiamart.com/proddetail/grade-304-stainless-steel-scrap-10267479433.html?pos=20&kwd=stainless,Stainless Steel Turning Scrap
3164,"Shredded Stainless Steel Scrap Zurik, Packaging Type: Loose, Material Grade: 304",₹80/ Kg,https://www.indiamart.com/proddetail/shredded-stainless-steel-scrap-zurik-2850224751833.html?pos=23&kwd=stainless,Stainless Steel Turning Scrap
3165,Alloy 20 Scraps,"₹1,011/ Kilogram",https://www.indiamart.com/proddetail/alloy-20-scraps-23932857373.html?pos=24.1&kwd=stainless,Stainless Steel Turning Scrap
3166,"Stainless Steel 316 Turning Scrap, Packaging Type: Loose,also available in Bundle",₹76/ Kg,https://www.indiamart.com/proddetail/stainless-steel-316-turning-scrap-22411729873.html?pos=25&kwd=stainless,Stainless Steel Turning Scrap
3167,Stainless Steel Scrap,₹87/ KG,https://www.indiamart.com/proddetail/stainless-steel-scrap-2341638433.html?pos=27&kwd=stainless,Stainless Steel Turning Scrap
3168,Stainless Steel Scrap,₹130/ Kg,,Stainless Steel Turning Scrap
3178,Black Iron Ss Metal Scrap,₹20/ Tonne,https://www.indiamart.com/proddetail/ss-metal-scrap-2851534999512.html?pos=29&kwd=stainless,Stainless Steel Turning Scrap
3179,"Zurik Scrap, Material Grade: 304, Thickness: Avg 60mm",₹145/ Kg,https://www.indiamart.com/proddetail/zurik-scrap-23463508012.html?pos=30&kwd=stainless,Stainless Steel Turning Scrap
3180,"Stainless Steel 430 Scrap, Thickness: 0.2-0.5mm",₹58/ Kilogram,https://www.indiamart.com/proddetail/ss-430-scrap-20431139288.html?pos=31&kwd=stainless,Stainless Steel Turning Scrap
3181,"Stainless Steel Scrap 304 316, MOTOR, Thickness: Mix",₹200/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-304-316-25376440697.html?pos=32&kwd=stainless,Stainless Steel Turning Scrap
3182,Stainless Steel Scrap 430,₹50/ Kilogram(s),https://www.indiamart.com/proddetail/stainless-steel-scrap-430-4892822455.html?pos=33&kwd=stainless,Stainless Steel Turning Scrap
3183,304 Stainless Steel Scrap,₹130/ Kg,https://www.indiamart.com/proddetail/304-stainless-steel-scrap-2851258988062.html?pos=35&kwd=stainless,Stainless Steel Turning Scrap
3184,"Stainless Steel Profile Scrap, Packaging Type: Loose, Material Grade: 316 L",₹50/ Kg,https://www.indiamart.com/proddetail/stainless-steel-profile-scrap-23441001930.html?pos=36&kwd=stainless,Stainless Steel Turning Scrap
3185,"SS Scrap, Packaging Type: Loose, Material Grade: 304",₹128/ Kg,https://www.indiamart.com/proddetail/ss-scrap-23991800197.html?pos=37&kwd=stainless,Stainless Steel Turning Scrap
3186,SS 304 Trimming Scrap,₹1.03 Lakh/ Metric Ton,https://www.indiamart.com/proddetail/ss-304-trimming-scrap-20268304791.html?pos=38&kwd=stainless,Stainless Steel Turning Scrap
3187,"Stainless Steel Scrap, Packaging Type: Loose","₹73,000/ Metric",https://www.indiamart.com/proddetail/stainless-steel-scrap-21423963812.html?pos=39&kwd=stainless,Stainless Steel Turning Scrap
3188,"SS 304 Scrap, Plate Offcuts, Thickness: 9 Mm","₹90,000/ Metric Ton",https://www.indiamart.com/proddetail/ss-304-scrap-20865008530.html?pos=40&kwd=stainless,Stainless Steel Turning Scrap
3189,"STAINLESS STEEL FORGING SCRAP, Material Grade: 304, Thickness: 10 mm",₹200/ kg,https://www.indiamart.com/proddetail/stainless-steel-forging-scrap-25510033812.html?pos=42&kwd=stainless,Stainless Steel Turning Scrap
3193,"Stainless Steel Scrap, Packaging Type: Sack, Plate Offcuts",₹126/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-2850885586573.html?pos=43&kwd=stainless,Stainless Steel Turning Scrap
3194,Ferrous Steel Scrap,₹30/ Kilogram(s),https://www.indiamart.com/proddetail/ferrous-steel-scrap-4366425897.html?pos=44&kwd=stainless,Stainless Steel Turning Scrap
3195,STAINLESS STEEL ZURIK SCRAP,₹120/ Kg,https://www.indiamart.com/proddetail/stainless-steel-zurik-scrap-25980125297.html?pos=45&kwd=stainless,Stainless Steel Turning Scrap
3196,Stainless Steel Scrap,₹150/ Kilogram,https://www.indiamart.com/proddetail/stainless-steel-scrap-11729017255.html?pos=47&kwd=stainless,Stainless Steel Turning Scrap
3197,"Stainless Steel Scrap Grade 304, Bars Offcuts, Material Grade: 2507",₹200/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-grade-304-8796611630.html?pos=50&kwd=stainless,Stainless Steel Turning Scrap
3198,"Stainless Steel Tyre Wire Scrap, Bars Offcuts, Thickness: 3.2 mm",₹20/ Kg,https://www.indiamart.com/proddetail/stainless-steel-tyre-wire-scrap-2850675897912.html?pos=51&kwd=stainless,Stainless Steel Turning Scrap
3205,"Stainless Steel 304 Scrap, Packaging Type: Loose, Needles",₹175/ Kg,https://www.indiamart.com/proddetail/stainless-steel-304-scrap-23337731288.html?pos=57&kwd=stainless,Stainless Steel Turning Scrap
3206,Stainless Steel Scrap 304,₹170/ Kilogram,,Stainless Steel Turning Scrap
3215,Stainless Steel Scraps 310,₹300/ Kilogram,https://www.indiamart.com/proddetail/stainless-steel-scraps-310-19837398848.html?pos=71&kwd=stainless,Stainless Steel Turning Scrap
3216,"High Chrome Steel Scrap, Plate Offcuts, Material Grade: 316 L",₹90/ Kg,https://www.indiamart.com/proddetail/high-chrome-steel-scrap-13881082012.html?pos=73&kwd=stainless,Stainless Steel Turning Scrap
3217,"Stainless Steel Scrap, Packaging Type: Bundle, Plate Offcuts",₹190/ Kilogram,https://www.indiamart.com/proddetail/stainless-steel-scrap-10726921055.html?pos=74&kwd=stainless,Stainless Steel Turning Scrap
3218,Stainless Steel Scrap,₹50/ Kilogram,https://www.indiamart.com/proddetail/stainless-steel-scrap-18959082691.html?pos=75&kwd=stainless,Stainless Steel Turning Scrap
3219,"Stainless Steel Tire Wire Scrap, Material Grade: 304, Thickness: 0.85mm",₹32/ Kg,https://www.indiamart.com/proddetail/stainless-steel-tire-wire-scrap-22973141162.html?pos=76&kwd=stainless,Stainless Steel Turning Scrap
3220,Stainless Steel Scrap,₹210/ Kilogram(s),https://www.indiamart.com/proddetail/stainless-steel-scrap-3343085673.html?pos=77&kwd=stainless,Stainless Steel Turning Scrap
3221,"Stainless Steel Scrap, Material Grade: 304, 50 Kg",₹29/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-21639393362.html?pos=79&kwd=stainless,Stainless Steel Turning Scrap
3222,Stainless Steel Scrap,₹90/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-11157555930.html?pos=81&kwd=stainless,Stainless Steel Turning Scrap
3223,Stainless Steel Scraps 304L,₹85/ kg,https://www.indiamart.com/proddetail/stainless-steel-scraps-304l-9471473630.html?pos=82&kwd=stainless,Stainless Steel Turning Scrap
3224,"Stainless Steel Plate Cutting Scrap, Thickness: 10mm, Packaging Type: Gunny Bags",₹125/ Kilogram,https://www.indiamart.com/proddetail/stainless-steel-plate-cutting-scrap-20657269597.html?pos=84&kwd=stainless,Stainless Steel Turning Scrap
3233,Stainless Steel Scrap /Milled steel Scrap Buy and Sell,₹90/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-milled-steel-scrap-buy-and-sell-2850315365988.html?pos=86&kwd=stainless,Stainless Steel Turning Scrap
3234,Stainless Steel Pipe Scrap 304 And 316,₹190/ Kilogram,,Stainless Steel Turning Scrap
3245,Stainless Steel ScrapS,₹200/ Kg,,Stainless Steel Turning Scrap
3246,Ss 430 Scrap,₹45/ Kg,,Stainless Steel Turning Scrap
3247,Stainless Steel Scrap,₹90/ Kilogram,,Stainless Steel Turning Scrap
3256,Stainless Steel Scrap,₹85/ Kg,,Stainless Steel Turning Scrap
3257,"Material Grade: 2507 Steel Tyre Wire Scrap, Bars Offcuts",₹40/ Kg,https://www.indiamart.com/proddetail/steel-tyre-wire-scrap-27043207930.html?pos=125&kwd=stainless,Stainless Steel Turning Scrap
3258,"HSS Scrap, Packaging Type: Loose, Material Grade: M2",₹200/ Kilogram,https://www.indiamart.com/proddetail/hss-scrap-4379219755.html?pos=126&kwd=stainless,Stainless Steel Turning Scrap
3259,Alloy Steel Turning Scrap,₹25/ Kilogram,https://www.indiamart.com/proddetail/alloy-steel-turning-scrap-6379727397.html?pos=1&kwd=melting,Melting Steel Scrap
3260,"Material Grade: 2507 Melting Steel Scrap, 100 Kg, Thickness: 4 mm",₹40/ KG,https://www.indiamart.com/proddetail/melting-steel-scrap-27181504591.html?pos=2&kwd=melting,Melting Steel Scrap
3261,Stainless Steel Scrap 316 all grades,₹120/ Kg,,Melting Steel Scrap
3262,"Stainless Steel Plate Cut Scrap, 50 KG, Packaging Type: GUNNY BAGS",₹100/ Kg,https://www.indiamart.com/proddetail/stainless-steel-plate-cut-scrap-19281601388.html?pos=4&kwd=melting,Melting Steel Scrap
3263,Titanium Scrap,₹250/ Kilogram,https://www.indiamart.com/proddetail/titanium-scrap-11674300391.html?pos=7&kwd=melting,Melting Steel Scrap
3264,Copper Induction Melting Furnace,₹15 Lakh/ Piece,https://www.indiamart.com/proddetail/induction-melting-furnace-2850496684248.html?pos=8&kwd=melting,Melting Steel Scrap
3265,"Stainless Steel Scrap, Material Grade: 304, Thickness: 15mm",₹140/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-26738107948.html?pos=13&kwd=melting,Melting Steel Scrap
3266,"Stainless Steel Scrap 302, 304, 316",₹50/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-302-304-316-26510686962.html?pos=14&kwd=melting,Melting Steel Scrap
3268,"Stainless Steel Tyre Wire Scrap, Bars Offcuts, Thickness: 3.2 mm",₹20/ Kg,https://www.indiamart.com/proddetail/stainless-steel-tyre-wire-scrap-2850675897912.html?pos=16&kwd=melting,Melting Steel Scrap
3269,"Solid Stainless Steel remelting Scrap, Material Grade: 304",₹120/ Kg,https://www.indiamart.com/proddetail/solid-stainless-steel-remelting-scrap-2849509296562.html?pos=18&kwd=melting,Melting Steel Scrap
3270,Steel Tyre Wire Scrap,₹42/ Kg,,Melting Steel Scrap
3271,"Zinc Turning Scrap, Thickness: 2 - 6 mm",₹165/ Kg,https://www.indiamart.com/proddetail/zinc-turning-scrap-20017499848.html?pos=21&kwd=melting,Melting Steel Scrap
3272,"Melting Steel Scrap, Packaging Type: Loose, Plate Offcuts",₹115/ Kg,https://www.indiamart.com/proddetail/melting-steel-scrap-2849670596155.html?pos=24&kwd=melting,Melting Steel Scrap
3273,"Steel Tire Wire Scrap, Packaging Type: Loose, Bars Offcuts",₹14/ Kilogram,https://www.indiamart.com/proddetail/steel-tire-wire-scrap-6959093362.html?pos=25&kwd=melting,Melting Steel Scrap
3274,"Stainless Steel Scrap 304, Thickness: 5 mm",₹130/ Kg,https://www.indiamart.com/proddetail/stainless-steel-scrap-304-2850139613297.html?pos=28&kwd=melting,Melting Steel Scrap
3279,Stainless Steel 316 L Scrap,₹250/ Kg,,Melting Steel Scrap
3280,Super Duplex 2507 Steel Scrap,₹250/ Kg,https://www.indiamart.com/proddetail/super-duplex-2507-steel-scrap-10267419533.html?pos=30&kwd=melting,Melting Steel Scrap
3281,High Speed Steel Scrap T15,₹233/ Kilogram,https://www.indiamart.com/proddetail/high-speed-steel-scrap-t15-2850590968155.html?pos=32&kwd=melting,Melting Steel Scrap
3282,Stainless Steel Melting Scrap,₹300/ Kg,https://www.indiamart.com/proddetail/stainless-steel-melting-scrap-22983257633.html?pos=33&kwd=melting,Melting Steel Scrap
3283,"Solid Heavy Melting Steel Scrap, For Metal Industry, Packaging Type: Sack",₹25/ Kg,https://www.indiamart.com/proddetail/heavy-melting-steel-scrap-22912103973.html?pos=36&kwd=melting,Melting Steel Scrap
3284,"316 Stainless Steel Scrap, Packaging Type: Loose",₹260/ Kg,https://www.indiamart.com/proddetail/316-stainless-steel-scrap-25639159212.html?pos=37&kwd=melting,Melting Steel Scrap
3285,304 Stainless Steel Turning Scrap,₹114/ Kg,https://www.indiamart.com/proddetail/304-stainless-steel-turning-scrap-2850964671148.html?pos=38&kwd=melting,Melting Steel Scrap
3286,"Shredded Stainless Steel Scrap Zurik, Packaging Type: Loose, Material Grade: 304",₹80/ Kg,https://www.indiamart.com/proddetail/shredded-stainless-steel-scrap-zurik-2850224751833.html?pos=40&kwd=melting,Melting Steel Scrap
3287,Alloy 20 Scraps,₹400/ Kg,https://www.indiamart.com/proddetail/alloy-20-scraps-23932857373.html?pos=41&kwd=melting,Melting Steel Scrap
