category,city,mean,min,max,median
brass-scrap,"rajpur chungi agra, Agra ",280.0,280.0,280.0,280.0
cable-scrap,"Ankleshwar, Dist. Bharuch ",300.0,300.0,300.0,300.0
cable-scrap,Bengaluru ,200.0,200.0,200.0,200.0
cable-scrap,"Bhubaneswar, Dist. Khordha ",38.0,38.0,38.0,38.0
cable-scrap,Chennai ,35.0,35.0,35.0,35.0
cable-scrap,Faizabad ,220.0,220.0,220.0,220.0
cable-scrap,Indore ,26.0,26.0,26.0,26.0
cable-scrap,"Janakpuri, Delhi ",300.0,300.0,300.0,300.0
cable-scrap,"Jiwaji Ganj, Morena ",21.0,21.0,21.0,21.0
cable-scrap,"Kadi, Dist. Mehsana ",26.0,26.0,26.0,26.0
cable-scrap,Lucknow ,28.0,28.0,28.0,28.0
cable-scrap,"Mankhurd, Mumbai ",34.0,34.0,34.0,34.0
cable-scrap,"Naini, Prayagraj ",25.0,25.0,25.0,25.0
cable-scrap,New Delhi ,35.0,35.0,35.0,35.0
cable-scrap,"Suburban, Mumbai ",250.0,250.0,250.0,250.0
cable-scrap,"Tikri Kalan, New Delhi ",35.0,35.0,35.0,35.0
cable-scrap,Tiruvannamalai ,100.0,100.0,100.0,100.0
cable-scrap,"Urban, Bengaluru ",62.0,62.0,62.0,62.0
car-scrap,"ASHOK VIHAR, New Delhi ",40.0,40.0,40.0,40.0
car-scrap,Alwar ,65.0,65.0,65.0,65.0
car-scrap,"Bhubaneswar, Dist. Khordha ",30.0,30.0,30.0,30.0
car-scrap,Delhi ,40.0,40.0,40.0,40.0
car-scrap,Durg ,175.0,175.0,175.0,175.0
car-scrap,Jaipur ,45.0,45.0,45.0,45.0
car-scrap,Jodhpur ,39.0,39.0,39.0,39.0
car-scrap,"Lashkar Maholla, Mysore, Dist. Mysuru ",130.0,130.0,130.0,130.0
car-scrap,"Nagasandra Post, Bengaluru ",30.0,30.0,30.0,30.0
car-scrap,"Navada, Aligarh ",100.0,100.0,100.0,100.0
car-scrap,New Delhi ,167.5,35.0,300.0,167.5
car-scrap,Rangareddy ,35.0,35.0,35.0,35.0
carton-scrap,Nashik ,26.0,26.0,26.0,26.0
carton-scrap,"Opp Modern Bakery, Naroda, Ahmedabad ",263.0,263.0,263.0,263.0
carton-scrap,"Rampur, Raigarh ",25.0,25.0,25.0,25.0
carton-scrap,"Siddharth Nagar, Shirpur, Dist. Dhule ",24.0,24.0,24.0,24.0
cast-iron-scraps,"(Bangalore) Urban, Bengaluru ",29.0,29.0,29.0,29.0
cast-iron-scraps,",Bandani,Chhatarpur, Chhatarpur ",600.0,600.0,600.0,600.0
cast-iron-scraps,"AUTONAGAR IDA GAJUWAKA, Visakhapatnam ",45.0,45.0,45.0,45.0
cast-iron-scraps,Agra ,36.0,30.0,42.0,36.0
cast-iron-scraps,Ahmedabad ,86.39285714285714,31.0,300.0,45.25
cast-iron-scraps,Aligarh ,270.0,40.0,500.0,270.0
cast-iron-scraps,Alwar ,39.0,39.0,39.0,39.0
cast-iron-scraps,Ambala ,30.0,30.0,30.0,30.0
cast-iron-scraps,Amreli ,40.0,40.0,40.0,40.0
cast-iron-scraps,"Andheri, Mumbai ",25.0,25.0,25.0,25.0
cast-iron-scraps,"Ankleshwar, Dist. Bharuch ",31.0,31.0,31.0,31.0
cast-iron-scraps,"Anna Nagar, Chennai ",72.0,72.0,72.0,72.0
cast-iron-scraps,"Asind, Dist. Bhilwara ",43.0,43.0,43.0,43.0
cast-iron-scraps,Aurangabad ,37.5,37.5,37.5,37.5
cast-iron-scraps,"BM Road, Hassan ",24.0,24.0,24.0,24.0
cast-iron-scraps,"BTM 1 Stage, Bengaluru ",22.0,22.0,22.0,22.0
cast-iron-scraps,"Bagadganj, Nagpur ",45.0,45.0,45.0,45.0
cast-iron-scraps,"Bahadurpura, Hyderabad ",45.0,45.0,45.0,45.0
cast-iron-scraps,"Bakaram, Musheerabad, Hyderabad ",40.0,40.0,40.0,40.0
cast-iron-scraps,"Ballabgarh, Faridabad ",40.0,40.0,40.0,40.0
cast-iron-scraps,Banda ,22.0,22.0,22.0,22.0
cast-iron-scraps,"Barda, Dist. Howrah ",37.0,37.0,37.0,37.0
cast-iron-scraps,"Basni, Jodhpur ",52.0,52.0,52.0,52.0
cast-iron-scraps,Basti ,45.0,45.0,45.0,45.0
cast-iron-scraps,"Belgachia, Howrah ",45.0,45.0,45.0,45.0
cast-iron-scraps,"Beltola Chariali, Guwahati, Dist. Kamrup ",33.0,33.0,33.0,33.0
cast-iron-scraps,"Belur Station Road, Howrah ",43.0,43.0,43.0,43.0
cast-iron-scraps,"Belurmath, Howrah ",47.0,47.0,47.0,47.0
cast-iron-scraps,Bengaluru ,57.0,24.0,250.0,39.0
cast-iron-scraps,"Bhangar Mohalla, New Delhi ",38.0,38.0,38.0,38.0
cast-iron-scraps,Bhavnagar ,37.214285714285715,27.0,42.0,40.0
cast-iron-scraps,"Bhilai, Dist. Durg ",50.0,50.0,50.0,50.0
cast-iron-scraps,Bhilwara ,35.0,35.0,35.0,35.0
cast-iron-scraps,Bilaspur ,24.0,24.0,24.0,24.0
cast-iron-scraps,"Bokaro Steel City, Dist. Bokaro ",40.0,40.0,40.0,40.0
cast-iron-scraps,"Bommakal, Karimnagar, Dist. Karim Nagar ",30.0,30.0,30.0,30.0
cast-iron-scraps,"Bopal, Ahmedabad ",21.0,21.0,21.0,21.0
cast-iron-scraps,"Burmamines, Jamshedpur, Dist. East Singhbhum ",40.0,40.0,40.0,40.0
cast-iron-scraps,"COAMBATUR, Coimbatore ",43.0,43.0,43.0,43.0
cast-iron-scraps,"Chamanpura, Ahmedabad ",22.0,22.0,22.0,22.0
cast-iron-scraps,Chennai ,41.225,38.0,47.0,39.95
cast-iron-scraps,"Chikhali, Pune ",35.0,35.0,35.0,35.0
cast-iron-scraps,"Chirkunda, Dhanbad ",39.0,39.0,39.0,39.0
cast-iron-scraps,"Chirkunda, Dist. Dhanbad ",30.0,30.0,30.0,30.0
cast-iron-scraps,"Chitkohra, Patna ",40.0,40.0,40.0,40.0
cast-iron-scraps,Coimbatore ,43.2,41.0,47.0,42.0
cast-iron-scraps,"Dada Nagar, Kanpur, Dist. Kanpur Nagar ",42.0,42.0,42.0,42.0
cast-iron-scraps,"Dalkhola, Dist. North Dinajpur ",45.0,45.0,45.0,45.0
cast-iron-scraps,"Daltonganj, Dist. Palamau ",34.0,34.0,34.0,34.0
cast-iron-scraps,Darbhanga ,42.0,42.0,42.0,42.0
cast-iron-scraps,"Darukhana, Mumbai ",22.0,22.0,22.0,22.0
cast-iron-scraps,Delhi ,45.0,45.0,45.0,45.0
cast-iron-scraps,"Deoband, Dist. Saharanpur ",128.0,128.0,128.0,128.0
cast-iron-scraps,"Dhan Mandi, Mandsaur ",45.0,45.0,45.0,45.0
cast-iron-scraps,"Dhandari Kalan, Ludhiana ",25.0,25.0,25.0,25.0
cast-iron-scraps,"Durgapur, Dist. Paschim Bardhaman ",500.0,500.0,500.0,500.0
cast-iron-scraps,Faridabad ,45.0,40.0,50.0,45.0
cast-iron-scraps,"Gali No. 5, Swarn Park, Mundka, New Delhi ",36.0,36.0,36.0,36.0
cast-iron-scraps,"Ganapathypudur, Coimbatore ",44.0,44.0,44.0,44.0
cast-iron-scraps,"Gandhidham, Dist. Kachchh ",50.5,49.0,52.0,50.5
cast-iron-scraps,"Gandhinagar, Dist. Gandhi Nagar ",38.1,38.1,38.1,38.1
cast-iron-scraps,"Gayatri Nagar Main Road, Rajkot ",27.0,27.0,27.0,27.0
cast-iron-scraps,"Gharghoda, Dist. Raigarh ",390.0,390.0,390.0,390.0
cast-iron-scraps,"Ghati Karolan, Nagpur ",25.0,25.0,25.0,25.0
cast-iron-scraps,"Ghatkopar East, RB Mehta Road, Mumbai ",225.0,225.0,225.0,225.0
cast-iron-scraps,Ghaziabad ,57.0,35.0,110.0,48.0
cast-iron-scraps,"Ghodasar, Ahmedabad ",38.0,38.0,38.0,38.0
cast-iron-scraps,"Ghogha, Dist. Bhavnagar ",32.0,32.0,32.0,32.0
cast-iron-scraps,"Ghusuri, Howrah ",22.0,22.0,22.0,22.0
cast-iron-scraps,"Godhar, Dhanbad ",25.0,25.0,25.0,25.0
cast-iron-scraps,"Goregaon East, Gurgaon, Dist. Gurugram ",40.0,40.0,40.0,40.0
cast-iron-scraps,"Gota, Ahmedabad ",21.0,21.0,21.0,21.0
cast-iron-scraps,"Gottigere, Bengaluru ",21.0,21.0,21.0,21.0
cast-iron-scraps,"Govindpuri, Delhi ",45.0,45.0,45.0,45.0
cast-iron-scraps,"Grant Road, Mumbai ",34.0,34.0,34.0,34.0
cast-iron-scraps,"Greater Noida, Dist. Gautam Buddha Nagar ",24.0,24.0,24.0,24.0
cast-iron-scraps,"Gundlav, Valsad ",24.5,24.5,24.5,24.5
cast-iron-scraps,"Gurgaon, Dist. Gurugram ",34.5,25.0,44.0,34.5
cast-iron-scraps,"Hanumangadh Road, Sri Ganganagar, Dist. Ganganagar ",28.0,28.0,28.0,28.0
cast-iron-scraps,"Hargude Wasti, Pune ",31.0,31.0,31.0,31.0
cast-iron-scraps,"Harmada, Nagaur ",21.5,21.5,21.5,21.5
cast-iron-scraps,Hisar ,45.0,45.0,45.0,45.0
cast-iron-scraps,Howrah ,50.75,45.0,56.0,51.0
cast-iron-scraps,"Hubli, Dist. Dharwad ",37.0,37.0,37.0,37.0
cast-iron-scraps,Hyderabad ,60.5,39.0,82.0,60.5
cast-iron-scraps,Indore ,45.0,33.0,60.0,42.0
cast-iron-scraps,"Indranagar, Bengaluru ",22.0,22.0,22.0,22.0
cast-iron-scraps,"Industrial Area, Jalandhar ",25.0,25.0,25.0,25.0
cast-iron-scraps,"Industrial Area, Ludhiana ",37.0,37.0,37.0,37.0
cast-iron-scraps,"Itwari, Nagpur ",30.0,30.0,30.0,30.0
cast-iron-scraps,"JP Nagar, Bellary, Dist. Ballari ",39.0,39.0,39.0,39.0
cast-iron-scraps,Jaipur ,26.0,26.0,26.0,26.0
cast-iron-scraps,Jalandhar ,28.0,28.0,28.0,28.0
cast-iron-scraps,Jalgaon ,95.0,95.0,95.0,95.0
cast-iron-scraps,"Jamshedpur, Dist. East Singhbhum ",45.9,45.9,45.9,45.9
cast-iron-scraps,"Jaygaon, Dist. Alipurduar ",47.0,47.0,47.0,47.0
cast-iron-scraps,"Jevargi, Dist. Kalaburagi ",21.0,21.0,21.0,21.0
cast-iron-scraps,Jodhpur ,50.0,50.0,50.0,50.0
cast-iron-scraps,"Joshi Colony, Amritsar ",41.5,41.5,41.5,41.5
cast-iron-scraps,"Kakinada, Dist. East Godavari ",28.0,28.0,28.0,28.0
cast-iron-scraps,"Kalamboli, Raigad ",27.75,27.75,27.75,27.75
cast-iron-scraps,"Kalunga, Rourkela, Dist. Sundergarh ",85.0,85.0,85.0,85.0
cast-iron-scraps,Kannur ,40.0,40.0,40.0,40.0
cast-iron-scraps,"Kanpur, Dist. Kanpur Nagar ",49.5,49.5,49.5,49.5
cast-iron-scraps,"Karad, Satara ",40.0,40.0,40.0,40.0
cast-iron-scraps,"Keesara, Hyderabad ",29.5,29.5,29.5,29.5
cast-iron-scraps,"Kelwade, Pune ",30.0,30.0,30.0,30.0
cast-iron-scraps,"Khatipura Road, Jaipur ",21.5,21.5,21.5,21.5
cast-iron-scraps,"Kodungaiyur, Chennai ",38.0,38.0,38.0,38.0
cast-iron-scraps,Kolhapur ,28.0,28.0,28.0,28.0
cast-iron-scraps,Kolkata ,35.0,35.0,35.0,35.0
cast-iron-scraps,Koppal ,72.5,45.0,100.0,72.5
cast-iron-scraps,"Korimpur  Natna jamtala, Karimpur, Dist. Nadia ",33.0,33.0,33.0,33.0
cast-iron-scraps,"Kuchera, Nagaur ",29.0,29.0,29.0,29.0
cast-iron-scraps,"Kukatpally, Hyderabad ",25.0,25.0,25.0,25.0
cast-iron-scraps,"Kumbharwada, Bhavnagar ",22.0,22.0,22.0,22.0
cast-iron-scraps,Kushinagar ,48.0,48.0,48.0,48.0
cast-iron-scraps,"Lalbagh, Ludhiana ",28.5,28.5,28.5,28.5
cast-iron-scraps,"Lee bazar, Salem ",35.0,35.0,35.0,35.0
cast-iron-scraps,"Light Industrial Area, Bhilai, Dist. Durg ",26.0,26.0,26.0,26.0
cast-iron-scraps,"Litho Press, Ahmedabad ",44.0,44.0,44.0,44.0
cast-iron-scraps,"Lokmanya Nagar, Ichalakaranji, Dist. Kolhapur ",38.0,38.0,38.0,38.0
cast-iron-scraps,Lucknow ,38.25,24.0,48.0,40.5
cast-iron-scraps,Ludhiana ,71.1,41.0,175.0,47.0
cast-iron-scraps,"MIDC Tarapur, Tarapur, Dist. Thane ",31.0,31.0,31.0,31.0
cast-iron-scraps,"Madapatana Village Haragadde,Rural, Bengaluru ",45.0,45.0,45.0,45.0
cast-iron-scraps,"Magadi Main Road, Bengaluru ",28.75,28.75,28.75,28.75
cast-iron-scraps,"Main Road Focal Point, Ludhiana ",46.0,46.0,46.0,46.0
cast-iron-scraps,"Makarpura, Vadodara ",41.0,41.0,41.0,41.0
cast-iron-scraps,"Mandi Gobindgarh, Dist. Fatehgarh Sahib ",45.0,45.0,45.0,45.0
cast-iron-scraps,"Mandra Kuppam, Virudhachalam, Dist. Cuddalore ",35.0,35.0,35.0,35.0
cast-iron-scraps,Mandsaur ,45.0,45.0,45.0,45.0
cast-iron-scraps,"Manesar, Gurugram ",32.0,32.0,32.0,32.0
cast-iron-scraps,"Maninagar, Ahmedabad ",30.0,30.0,30.0,30.0
cast-iron-scraps,"Mannurpet, Chennai ",28.0,28.0,28.0,28.0
cast-iron-scraps,"Marudhar Colony, Bikaner ",43.0,43.0,43.0,43.0
cast-iron-scraps,Mumbai ,59.65,26.75,150.0,39.5
cast-iron-scraps,Muzaffarpur ,35.0,35.0,35.0,35.0
cast-iron-scraps,"Mysore, Dist. Mysuru ",43.5,40.0,47.0,43.5
cast-iron-scraps,"Nagasandra Post, Bengaluru ",32.0,32.0,32.0,32.0
cast-iron-scraps,Nagpur ,31.066666666666666,23.2,45.0,25.0
cast-iron-scraps,Nainital ,38.0,38.0,38.0,38.0
cast-iron-scraps,"Navi Mumbai, Dist. Thane ",25.0,25.0,25.0,25.0
cast-iron-scraps,"Near 114, Indore ",30.0,30.0,30.0,30.0
cast-iron-scraps,"Near Keshopur School, Ambikapur, Dist. Surguja ",50.0,50.0,50.0,50.0
cast-iron-scraps,"Neral, Dist. Raigad ",36.0,36.0,36.0,36.0
cast-iron-scraps,"Netaji Subhash Place, Delhi ",40.0,40.0,40.0,40.0
cast-iron-scraps,New Delhi ,100.4,30.0,280.0,48.0
cast-iron-scraps,"New Delhi, Delhi ",44.0,44.0,44.0,44.0
cast-iron-scraps,"New Loha Mandi, Jaipur ",50.0,50.0,50.0,50.0
cast-iron-scraps,"Odhav, Ahmedabad ",26.166666666666668,22.0,28.5,28.0
cast-iron-scraps,"Om Nagar, Rajkot ",43.75,43.75,43.75,43.75
cast-iron-scraps,"PKD Nagar, Coimbatore ",38.0,38.0,38.0,38.0
cast-iron-scraps,"Palanpur, Dist. Banaskantha ",49.0,49.0,49.0,49.0
cast-iron-scraps,Panipat ,29.0,29.0,29.0,29.0
cast-iron-scraps,"Panvel, Raigad ",110.0,110.0,110.0,110.0
cast-iron-scraps,"Paota, Jodhpur ",25.95,25.95,25.95,25.95
cast-iron-scraps,"Paradwip, Dist. Jagatsinghapur ",41.0,41.0,41.0,41.0
cast-iron-scraps,"Pasighat, Dist. East Siang ",126.0,126.0,126.0,126.0
cast-iron-scraps,"Phagwara, Dist. Kapurthala ",21.0,21.0,21.0,21.0
cast-iron-scraps,"Phul Chhab Chowk, Rajkot ",25.0,25.0,25.0,25.0
cast-iron-scraps,"Post Rathiwas, Khori Kalan, Dist. Gurugram ",42.5,42.5,42.5,42.5
cast-iron-scraps,Prayagraj ,450.0,450.0,450.0,450.0
cast-iron-scraps,Pune ,144.8,22.0,360.0,48.0
cast-iron-scraps,"RA, QA Zone, Sunabeda, Dist. Koraput ",400.0,400.0,400.0,400.0
cast-iron-scraps,"ROYAPURAM, Chennai ",22.0,22.0,22.0,22.0
cast-iron-scraps,Raigarh ,42.5,42.5,42.5,42.5
cast-iron-scraps,Raipur ,39.0,39.0,39.0,39.0
cast-iron-scraps,"Rajaji Nagar, Bengaluru ",40.0,40.0,40.0,40.0
cast-iron-scraps,Rajkot ,55.4,28.0,110.0,43.5
cast-iron-scraps,"Ratiyal, Ahmedabad ",34.0,34.0,34.0,34.0
cast-iron-scraps,"Rishra, Dist. Hooghly ",35.0,35.0,35.0,35.0
cast-iron-scraps,"Rourkela, Dist. Sundergarh ",41.0,41.0,41.0,41.0
cast-iron-scraps,"SECTOR 8, Noida, Dist. Gautam Buddha Nagar ",26.0,26.0,26.0,26.0
cast-iron-scraps,"SUMEL BUSINESS PARK, Ahmedabad ",35.0,35.0,35.0,35.0
cast-iron-scraps,Sagar ,30.0,30.0,30.0,30.0
cast-iron-scraps,"Sahitya Parishad, Kolkata ",33.5,24.0,43.0,33.5
cast-iron-scraps,Salem ,38.5,37.0,40.0,38.5
cast-iron-scraps,"Sanand, Dist. Ahmedabad ",160.0,160.0,160.0,160.0
cast-iron-scraps,"Sarkhej, Ahmedabad ",29.5,29.5,29.5,29.5
cast-iron-scraps,"Saroorpur Industrial Area, Faridabad ",28.0,28.0,28.0,28.0
cast-iron-scraps,Sas Nagar ,47.666666666666664,28.0,70.0,45.0
cast-iron-scraps,"Sector 15, Faridabad ",32.0,32.0,32.0,32.0
cast-iron-scraps,"Sector 29, Faridabad ",35.0,35.0,35.0,35.0
cast-iron-scraps,"Sector 53, Faridabad ",35.0,35.0,35.0,35.0
cast-iron-scraps,"Shahapur, Asangaon, Dist. Thane ",30.0,30.0,30.0,30.0
cast-iron-scraps,"Shaheed Bhagat Singh Nagar, Sangrur ",45.0,45.0,45.0,45.0
cast-iron-scraps,"Shimla Puri, Ludhiana ",25.0,25.0,25.0,25.0
cast-iron-scraps,"Sihor, Dist. Bhavnagar ",43.0,43.0,43.0,43.0
cast-iron-scraps,"Sohna, Dist. Gurugram ",45.0,45.0,45.0,45.0
cast-iron-scraps,Sonipat ,35.0,35.0,35.0,35.0
cast-iron-scraps,"Srinivasapuram, Avinashi, Dist. Coimbatore ",37.0,37.0,37.0,37.0
cast-iron-scraps,Surat ,27.0,27.0,27.0,27.0
cast-iron-scraps,"Surya Nagar, Bhiwani ",36.0,36.0,36.0,36.0
cast-iron-scraps,Suryapet ,35.0,35.0,35.0,35.0
cast-iron-scraps,"Tadpatri, Dist. Anantapur ",68.0,68.0,68.0,68.0
cast-iron-scraps,Thane ,57.0,57.0,57.0,57.0
cast-iron-scraps,"Thane West, Mumbai ",29.0,29.0,29.0,29.0
cast-iron-scraps,"Tirupati, Dist. Chittoor ",34.0,34.0,34.0,34.0
cast-iron-scraps,Tiruvallur ,141.33333333333334,39.0,346.0,39.0
cast-iron-scraps,"UIT Colony, Bhiwadi, Dist. Alwar ",27.0,27.0,27.0,27.0
cast-iron-scraps,Udhampur ,25.0,25.0,25.0,25.0
cast-iron-scraps,"Udhna, Surat ",35.0,35.0,35.0,35.0
cast-iron-scraps,"Udit Nagar, Rourkela, Dist. Sundergarh ",41.5,41.5,41.5,41.5
cast-iron-scraps,"Uttam Nagar, New Delhi ",100.0,100.0,100.0,100.0
cast-iron-scraps,"Vadamangalam, Pondicherry ",24.0,24.0,24.0,24.0
cast-iron-scraps,Vadodara ,163.66666666666666,46.0,250.0,195.0
cast-iron-scraps,"Valasaravakkam, Chennai ",36.0,36.0,36.0,36.0
cast-iron-scraps,"Varachha, Surat ",27.5,27.5,27.5,27.5
cast-iron-scraps,"Virudhachalam, Dist. Cuddalore ",42.0,42.0,42.0,42.0
cast-iron-scraps,Visakhapatnam ,39.0,39.0,39.0,39.0
cast-iron-scraps,"Yemmiganur, Kurnool ",45.0,45.0,45.0,45.0
cast-iron-scraps,"kesharbagh, Lucknow ",35.0,35.0,35.0,35.0
cast-iron-scraps,"khed, Pune ",32.0,32.0,32.0,32.0
cast-iron-scraps,"nakhshtra 7, Rajkot ",43.0,43.0,43.0,43.0
cast-iron-scraps,"park street, Kolkata ",30.0,30.0,30.0,30.0
cast-iron-scraps,"santej, Ahmedabad ",25.0,25.0,25.0,25.0
computer-scrap,"BANGALORE, Bengaluru ",100.0,100.0,100.0,100.0
computer-scrap,Bengaluru ,60.0,60.0,60.0,60.0
computer-scrap,Faizabad ,250.0,250.0,250.0,250.0
computer-scrap,Faridabad ,250.0,250.0,250.0,250.0
computer-scrap,"HYDERABAD, Hyderabad ",200.0,200.0,200.0,200.0
computer-scrap,"Keelkattali, Chennai ",25.0,25.0,25.0,25.0
computer-scrap,Lucknow ,175.0,50.0,300.0,175.0
computer-scrap,Mumbai ,200.0,200.0,200.0,200.0
computer-scrap,"Navi Mumbai, Dist. Thane ",100.0,100.0,100.0,100.0
computer-scrap,"Neral, Dist. Raigad ",130.0,130.0,130.0,130.0
computer-scrap,New Delhi ,50.0,50.0,50.0,50.0
computer-scrap,Valsad ,500.0,500.0,500.0,500.0
computer-scrap,Yavatmal ,100.0,100.0,100.0,100.0
copper-cable-scrap,"BANGALORE, Bengaluru ",200.0,200.0,200.0,200.0
copper-cable-scrap,Bengaluru ,120.0,120.0,120.0,120.0
copper-cable-scrap,Chennai ,115.0,115.0,115.0,115.0
copper-cable-scrap,Faridabad ,362.5,360.0,365.0,362.5
copper-cable-scrap,Ludhiana ,150.0,150.0,150.0,150.0
copper-cable-scrap,Rajkot ,290.0,290.0,290.0,290.0
copper-nickle-scrap,Ahmedabad ,46.0,46.0,46.0,46.0
copper-nickle-scrap,"Dared, Jamnagar ",520.0,520.0,520.0,520.0
copper-nickle-scrap,Delhi ,400.0,400.0,400.0,400.0
copper-nickle-scrap,"Dumbhal, Surat ",390.0,390.0,390.0,390.0
copper-nickle-scrap,"Girgav, Mumbai ",600.0,600.0,600.0,600.0
copper-nickle-scrap,"Industrial Area, Jalandhar ",635.0,635.0,635.0,635.0
copper-nickle-scrap,"Near By Sala Tax Office, Alwar ",480.0,480.0,480.0,480.0
copper-nickle-scrap,"ROYAPURAM, Chennai ",85.0,85.0,85.0,85.0
copper-nickle-scrap,"Sector 27C, Faridabad ",108.0,108.0,108.0,108.0
copper-nickle-scrap,"Shimla Puri, Ludhiana ",500.0,500.0,500.0,500.0
copper-nickle-scrap,"Sitam Bazaar, Hyderabad ",600.0,600.0,600.0,600.0
copper-nickle-scrap,"Tikiapara, Kolkata ",100.0,100.0,100.0,100.0
copper-pipe-scrap,Ahmedabad ,600.0,600.0,600.0,600.0
copper-pipe-scrap,Faridabad ,600.0,600.0,600.0,600.0
copper-pipe-scrap,"Mahoba Road, Chhatarpur ",320.0,320.0,320.0,320.0
copper-pipe-scrap,"Mathura Road, Faridabad ",425.0,425.0,425.0,425.0
copper-pipe-scrap,Mumbai ,600.0,600.0,600.0,600.0
copper-pipe-scrap,New Delhi ,450.0,450.0,450.0,450.0
copper-pipe-scrap,"North West, New Delhi ",630.0,630.0,630.0,630.0
copper-pipe-scrap,"Post Rathiwas, Khori Kalan, Dist. Gurugram ",70.0,70.0,70.0,70.0
copper-pipe-scrap,Rajkot ,290.0,290.0,290.0,290.0
copper-pipe-scrap,"Shahibag, Ahmedabad ",350.0,350.0,350.0,350.0
copper-pipe-scrap,Thane ,610.0,610.0,610.0,610.0
copper-plate-scrap,"BM Road, Hassan ",400.0,400.0,400.0,400.0
copper-plate-scrap,"Bhuleshwar, Mumbai ",440.0,440.0,440.0,440.0
copper-plate-scrap,Ludhiana ,620.0,620.0,620.0,620.0
copper-plate-scrap,"Mahoba Road, Chhatarpur ",320.0,320.0,320.0,320.0
copper-plate-scrap,New Delhi ,34.0,34.0,34.0,34.0
copper-plate-scrap,"PRATAPGARH, Rajasthan, Pratapgarh, Dist. Chittorgarh ",65.049,65.049,65.049,65.049
copper-plate-scrap,"Shaheed Bhagat Singh Nagar, Sangrur ",500.0,500.0,500.0,500.0
copper-scrap,"Adyar, Chennai ",400.0,400.0,400.0,400.0
copper-scrap,Ahmedabad ,500.0,500.0,500.0,500.0
copper-scrap,Alwar ,630.0,630.0,630.0,630.0
copper-scrap,Alwaye ,250.0,250.0,250.0,250.0
copper-scrap,Amritsar ,199.0,199.0,199.0,199.0
copper-scrap,Aurangabad ,300.0,300.0,300.0,300.0
copper-scrap,"Ayodhya Nagar, Bhopal ",475.0,475.0,475.0,475.0
copper-scrap,"BM Road, Hassan ",400.0,400.0,400.0,400.0
copper-scrap,"BTM 1 Stage, Bengaluru ",470.0,470.0,470.0,470.0
copper-scrap,"Baleshwar, Dist. Baleswar ",400.0,400.0,400.0,400.0
copper-scrap,"Ballabgarh, Faridabad ",375.0,365.0,385.0,375.0
copper-scrap,"Bari Brahmana, Jammu ",450.0,450.0,450.0,450.0
copper-scrap,"Basti Harphool Singh, Sadar Bazar, New Delhi ",297.0,297.0,297.0,297.0
copper-scrap,"Behind Bank Of India,Suburban, Mumbai ",200.0,200.0,200.0,200.0
copper-scrap,Bengaluru ,314.1666666666667,45.0,630.0,260.0
copper-scrap,"Bhandup West, Mumbai ",400.0,400.0,400.0,400.0
copper-scrap,"Bharathi Nagar, Pondicherry ",600.0,600.0,600.0,600.0
copper-scrap,"Bhatimunda, Cuttack ",428.0,428.0,428.0,428.0
copper-scrap,Bhavnagar ,600.0,600.0,600.0,600.0
copper-scrap,"Bhilai, Dist. Durg ",188.75,45.0,332.5,188.75
copper-scrap,"Budh Vihar, Delhi ",445.0,445.0,445.0,445.0
copper-scrap,Chennai ,250.0,100.0,400.0,250.0
copper-scrap,"Chhawani, Kota ",100.0,100.0,100.0,100.0
copper-scrap,"Chinchwad, Dist. Pune ",590.0,590.0,590.0,590.0
copper-scrap,"Civil Lines, Agra ",345.0,345.0,345.0,345.0
copper-scrap,Coimbatore ,329.0,38.0,620.0,329.0
copper-scrap,"Dabua Colony, Faridabad ",600.0,600.0,600.0,600.0
copper-scrap,"Dadri, Dist. Gautam Buddha Nagar ",600.0,600.0,600.0,600.0
copper-scrap,"Danapith, Bhavnagar ",600.0,600.0,600.0,600.0
copper-scrap,"Dared, Jamnagar ",505.0,500.0,510.0,505.0
copper-scrap,Delhi ,400.0,400.0,400.0,400.0
copper-scrap,"Dewas Naka, Indore ",590.0,560.0,620.0,590.0
copper-scrap,"Ekta Nagar, Mumbai ",200.0,200.0,200.0,200.0
copper-scrap,"Fulsar, Bhavnagar ",410.0,410.0,410.0,410.0
copper-scrap,"Ganapathypudur, Coimbatore ",433.0,430.0,436.0,433.0
copper-scrap,"Gandhidham, Dist. Kachchh ",560.0,560.0,560.0,560.0
copper-scrap,"Gautam Budh Nagar, Dist. Gautam Buddha Nagar ",350.0,350.0,350.0,350.0
copper-scrap,Ghaziabad ,302.5,200.0,420.0,295.0
copper-scrap,"Gheekanta Road, Surat ",450.0,450.0,450.0,450.0
copper-scrap,"Godhar, Dhanbad ",485.0,485.0,485.0,485.0
copper-scrap,"Gogol Housing Board, Goa, Dist. North Goa ",600.0,600.0,600.0,600.0
copper-scrap,Gurdaspur ,450.0,450.0,450.0,450.0
copper-scrap,"Hanumangadh Road, Sri Ganganagar, Dist. Ganganagar ",480.0,480.0,480.0,480.0
copper-scrap,"Hathi Pur, Kanpur, Dist. Kanpur Nagar ",425.0,425.0,425.0,425.0
copper-scrap,Hisar ,450.0,450.0,450.0,450.0
copper-scrap,Hyderabad ,500.0,450.0,550.0,500.0
copper-scrap,Indore ,410.0,220.0,600.0,410.0
copper-scrap,"Indranagar, Bengaluru ",440.0,440.0,440.0,440.0
copper-scrap,"Industrial Area, Jalandhar ",635.0,635.0,635.0,635.0
